Product_id,Category,Product Title,Product Description,Brand,Pack Size Or Quantity,Mrp,Price,Offers,Stock Availibility,Image Urls
118,Skin Care, KOSE COSMEPORT softymo Super Cleansing Wash Collagen 190g ,KOSE Softy Mo Collagen Makeup Cleansing and Facial Foam,Kose,227 g,2739,2739,NA,TRUE,https://images-na.ssl-images-amazon.com/images/I/61O7WRO7ypL._SL1500_.jpg
119,Skin Care, PINK PLUMS Diamond Facial Gel | Apricot Scrub | Neem-Tulsi Face Pack | Papaya Massage Cream with Vitamin E COMBO (Pack of 4) Each 250 ml ,"Using the products from the Pink Plums Gel & Cream will leave your skin polished, cleansed, and feeling fresh. It contains Vitamin E, It also builds the skin’s immunity against damage and pollution.Vitamin E, helps to nourish and moisturise your skin, leaving it soft and glowing. This helps restore youthful skin, removes wrinkles, and fine lines eventually. Its help in regenerating skin cells by going deeper into the skin layers, cleaning the pores and enhancing your skin’s texture. Facial Gel Gently removes impurities and leaves the skin feeling smooth, refreshed and comfortable. Gel is suitable for combination, dry, normal & oily skin. It is also helpful for acne prone skin and can be used by teens and adults. Scrub, it Exfoliates Dead Skin Cells And Gives A Natural Glow to your skin & Makes Your Skin Soft & Happy. This Is a product that is capable of making your skin much better than before. It is not necessary to use the products every day. For best results, apply on the face circular movements for a few minutes. It is good to apply twice a Week. This face Pack needs to be applied on the entire surface of your face, except the area around eyes, and should be left for 30 minutes to dry. After bring washed off with normal water, this PINK PLUMS Face Pack leaves your skin soft and smooth immediately after use.  Apply PINK PLUMS MASSAGE CREAM on your face & body gently for 10-15 minutes into the area until it is absorbed for softer, smoother and younger looking skin. Wipe off excess cream using a moist cotton/ wet tissue. As you gently massage your face work in small concentric circles all over your face & body. Pay special attention to massage upwards and not pull down on any delicate skin.",Pink Plums,NA,999,349,65.07%,TRUE,https://images-na.ssl-images-amazon.com/images/I/81qA95s48dL._SL1500_.jpg
120,Skin Care, Ubervia Pack of 1 WomenNap Sleeping Eye Mask Travel Vocation Sleeping Cover Shade Portable Eye Patch Blinder Sponge ,"Type: health and beauty, Size: 20*8 cm/20*11 cm/18*8 cm/19*8 cm/19*8 cm, False Eyelash Craft: Machine Made, Model Number: blindfold, Material: coral fleece, cloth",Ubervia,NA,1925,1100,42.86%,TRUE,https://images-na.ssl-images-amazon.com/images/I/51lQuZyel8L._SL1000_.jpg
121,Skin Care," Joy and Karma J&K Best Hyaluronic Acid Serum for Face with Vitamin C, E & MSM ~ Professional Hydrating Moisturizer for Skin ~ Non-greasy & Paraben Free ~ 1 fl oz ","Important: ite to our attention that a small percentage of our bottle dropper caps (~2% to 5%) may not function properly and could potentially result in the bottle leaking. But no worries! if you are affected by this, please get in touch with us by email (as printed on the box and bottle) and we will send you not one but two replacement bottles. We hope this will make up for any inconveniences caused. Finally, we want to thank all our loyal customers for sticking with us through these tough times while we transition to this new packaging design. ~joy and karma",Joy+and+Karma,NA,8614,8614,0%,TRUE,https://images-na.ssl-images-amazon.com/images/I/61gHO3TfibL._SL1200_.jpg
122,Skin Care, The EnQ Magical Moringa Facial Cleanser Natural Cleansing Milk With Moringa Extract Deep Cleaning Hydrating Cleanser for Women and Men Cleanser for Make Up Removal 200 ml without Emulsifying Wax ,NA,The EnQ,NA,490,449,8.37%,TRUE,https://images-na.ssl-images-amazon.com/images/I/51pdt7nDnPL._SL1001_.jpg
123,Skin Care, Conti Castile Olive Oil Soap 4 oz (Pack of 2) ,Size:Pack of 2,Conti,NA,5236,4189,20.00%,TRUE,https://images-na.ssl-images-amazon.com/images/I/81iSx1TkrZL._SL1500_.jpg
124,Skin Care, Ubervia Pack of 1 Blackhead Acne Remover Comedone Sharp PointedSteel Tweezer Extractor Face Care Tool ,"Type: Blackhead Remover, Material: Metal, False Eyelash Craft: Hand Made, Size: as the item show, Model Number: BW3701",Ubervia,NA,1925,1100,42.86%,TRUE,https://images-na.ssl-images-amazon.com/images/I/41WpYaySIiL.jpg
125,Skin Care," HaRvic Clean Soft Bath For Travel Paper Soap in flower Design Tube Shape Bottle, 1- Piece ","Light & thin soap flakes that flow, slowly melt in the warm water, people will enjoy its colorful water & great scent! It is gentle that helps to clean and repair skins with the anti-septic effect! The new concept of individual soap suitable for household, traveling or hotel uses. Can use it for hand washing Good for premium & magazine promotions. Suitable for cleaning hand. simply toss a handful of bath confetti under running water and allow the soapy. Easy to carry. Applicable in home, trip, hotel, office and etc. It Is Gentle That Helps To Clean And Repair Skins With Anti-Septic Effect! New Concept Of Individual Soap Suitable For Household, Traveling Or Hotel Uses. Besides For The Bath-Tub Use, You Can Use It For Hand & Face Wash And Even For Shower! Good For Premium & Magazine Promotions. Suitable For Cleaning Hand, Face, Bath, And Etc. Simply Toss A Handful Of Bath Confetti Under Running Water And Allow The Soapy Easy To Carry. Applicable In Home, Trip, Hotel, Office And Etc Specifications: Material: Soap Flower Size;Bottle Diameter: 2.7Cm; About 14Cm. Organic: Yes Fragrance Scent: Mix Type: Cleansing Soap Skin Type: All Skin Types Colour: Multicolour Packing Inclue: 1 x Pieces Petals Paper Clean Soft Soap",HaRvic,NA,306,218,28.76%,TRUE,https://images-na.ssl-images-amazon.com/images/I/41kDJG0uCbL.jpg
126,"Snacks, Dry Fruits, Nuts","Naturals Energy Bar - Walnut Delight Real Sweetness of Honey, 360 g Carton ","About|NaturalÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¾Ãƒâ€šÃ‚Â¢s Walnut Delight Bar is made with premium entire walnuts, succulent dates and pure honey, each of them a powerhouse of nutrients. Walnuts are a rich basis of proteins, monounsaturated fats and Omega 3 fatty acids, found rarely in nature. It decreases risk of excessive clotting and inflammation and fights cancer. It s a totally natural health bar that includes no harmful trans fats, added sugar, gluten or dairy products.|INGREDIENTS|Walnut, Honey, Dates, Glucose, Rice Crispy, Raisin Linseeds, Date Syrup, Soy Lecithin.|Other Information|For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",Naturals,360 g ,420,420,NA,TRUE,https://www.bigbasket.com/media/uploads/p/l/40003633_1-naturals-energy-bar-walnut-delight-real-sweetness-of-honey.jpg
127,"Snacks, Dry Fruits, Nuts","GoodDiet Chia Seeds - Black, 150 g ","About|Chia seeds are nutrient-packed, light, low on calories, and delicious. These seeds are soaked and then used as an ingredient for all your snacks- from sandwiches to salads and can be made into desserts themselves. Make a casual snack or a gourmet treat with Bb GoodDiets Black Chia Seeds. they are an instant shortcut to turning any meal into a fibrous, protein-filled healthy boost.|Ingredients|Chia Seeds (black)|Benefits|Good source of protein & fibre, and thus good for digestion.  | Great supplement for essential fats (omega 3 fatty acids).  | Good for the heart, regulates cholesterol.  | Low on calories, ideal for those who are wanting to lose weight.|Other Product Info|EAN Code: ___EAN___  Manufacturer name & address: Proagri, Enterprises, #208/23, Kattigenahalli Village, Jala Hobli, Bangalore-560064  Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071  Best before ___PSL___ days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd& 3rdFloor,80 Feet Main Road, Koramangala 4thBlock, Bangalore - 560034. Email:customerservice@bigbasket.com",GoodDiet,150 g ,185,149,19%,TRUE,https://www.bigbasket.com/media/uploads/p/l/40108932_3-gooddiet-chia-seeds-black.jpg
128,"Snacks, Dry Fruits, Nuts","Happilo 100% Natural Premium - Californian Walnuts Kernels, 200 g ","About the Product|Walnuts are deliciously healthy & great for snacking, baking or cooking. These no shell raw walnut halves are mainly grown in California and Northern India. Eating raw walnuts is one of the easiest things to do, to improve your health..Walnuts are deliciously healthy & great for snacking, baking or cooking. These no shell raw walnut halves are mainly grown in California and Northern India. Eating raw walnuts is one of the easiest things to do, to improve your health.|Ingredients|Walnuts, USP: High Protein, Dietary Fiber, No Gluten, No GMO, Zero Transfat, Zero Cholesterol..Walnuts, USP: High Protein, Dietary Fiber, No Gluten, No GMO, Zero Transfat, Zero Cholesterol.|Other Product Info|EAN Code: 890681120212  Manufacturer Name & Address: Happilo International Pvt Ltd, 7, 1st floor, yeshwantpur, Bangalore 560022.  Country of Origin: Turkey  Best before 11-12-2019  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",Happilo,200 g ,495,321.75,35%,TRUE,https://www.bigbasket.com/media/uploads/p/l/40087189_3-happilo-100-natural-premium-californian-walnuts-kernels.jpg
129,"Snacks, Dry Fruits, Nuts","Nutty Yogi Almonds - Rose Petal, 100 g ","About|When rose petals rock to the beat of some freshly roasted almonds, the medley leaves a trail of happiness dancing on your palate. Made with the finest rose petals, this mouth freshener is high on dietary fibre and has no artificial colours. Toss a spoonful the next time your palate needs a small taste of heaven you wont be disappointed!|Ingredients|Almond, Sugar, Honey and Edible Rose Petal. Added Flavours- Natural, Natural Identical & Artificial flavouring Substances.|Other Information|For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",Nutty Yogi,100 g ,189,189,NA,FALSE,https://www.bigbasket.com/media/uploads/p/l/40112365_2-nutty-yogi-almonds-rose-petal.jpg
130,"Snacks, Dry Fruits, Nuts","BORGES Walnuts - In-Shell, California, 1 kg ","About|Premium Californian In-Shell Walnuts With Exclusive Nut Cracker|Ingredients|Californian In-Shell Walnuts|How to Use|Any Time Snack|Other Product Info|EAN Code: 40088920  Manufactured by: KBB Nuts Pvt Ltd. Ind Sec -49, Kila No. 57/24, Vill. Wajidpur, Saboli, Kundli, Haryana - 131028 Marketed by: Borges India Pvt. Ltd., Unit No. 2, 3 & 4, LGF, Vasant Square Mall, Vasant Kunj, New Delhi- 110070, INDIA Country of Origin: USA  Best before 28-01-2020  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",BORGES,1 kg ,850,749,12%,FALSE,https://www.bigbasket.com/media/uploads/p/l/40088920_1-borges-walnuts-in-shell-california.jpg
131,Soaps & Body Wash,Lifebuoy Kitchen Fresh Hand Wash Pump Dispenser  (190 ml),,Lifebuoy,190 ml,82,82,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/jhi0l8w0/hand-wash-sanitizer/f/6/w/190-kitchen-fresh-hand-wash-pump-dispenser-lifebuoy-original-imaf5g5uvupkagsj.jpeg?q=70
132,Soaps & Body Wash,Lifebuoy Mild Care Hand Wash Refill Pouch  (750 ml),,Lifebuoy,750 ml,175,140,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,http://rukmini1.flixcart.com/image/832/832/joen7gw0/hand-wash-sanitizer/n/y/t/750-mild-care-hand-wash-refill-pouch-lifebuoy-original-imafavgnhsehgzwh.jpeg?q=70
133,Soaps & Body Wash,Ponds White Beauty Spot-less Fairness Face Wash  (100 g),"Unleash the fairness within you with Ponds White Beauty Spot-less Fairness Face Wash. It washes away the buildup of dead skin cells, leaving your face spotless and radiant. Infused with Vitamin B3, it also provides your skin with the necessary nourishment. Fair and Glowing Skin Its unique formula reduces dullness and cleanses deeply to uncover the fairness within and make your skin glow. Infused with Vitamin B3 The Vitamin B3 nourishes your skin, reducing dullness and making it looking clean and healthy. Uncovers Fairer Skin with Every Wash It washes away dead skin cells to uncover bright skin cells. It removes grime, dust, sweat from your face and also unclogs the pores to make your skin fairer with every wash.",Ponds,100 g,149,134,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/jk8lz0w0/face-wash/b/k/g/100-white-beauty-spot-less-fairness-ponds-original-imaf7mwbd595np3e.jpeg?q=70
134,Soaps & Body Wash,Patanjali Aloe Vera Kanti Body Cleanser  (75 g),,Patanjali,75 g,15,15,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,http://rukmini1.flixcart.com/image/832/832/jepzrm80/soap/h/a/c/1-75-aloe-vera-kanti-body-cleanser-soap-patanjali-original-imaf3cgypbptwhfq.jpeg?q=70
135,Stationery,"Doms Colour Pencil - 12 Colours, 12 pcs ","About|Colour pencils are a must have for every kid as they are used for drawing, sketching and adding colour to plain outlines. These colour pencils can also be used for marking layouts and for sparking the imagination and the artistic side of all.|Specification|• Brand: DOMS  • Type: Colour Pencil  • Material: Wood  • Colour: Assorted  • No.of Pcs: 12|Other Product Info|EAN Code: __EAN__  Manufactured & Marketed by: DOMS Industries Pvt. Ltd., J-19, GIDC, Umbergaon, Valsad, Gujarat - 396171  Country of origin: India  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",Doms,12 pcs ,50,49,2%,TRUE,https://www.bigbasket.com/media/uploads/p/l/40126554_1-doms-colour-pencil-12-colours.jpg
136,Stationery,"Classmate Notebook - Unruled, Long, 172 Pages ","About|Classmate Notebooks are made to the highest quality standards. Made from superior quality paper and pulp, the pages are whiter, brighter and smoother. The superior cut and excellent finish ensure the pages are in perfect alignment without any folded corners. The superior binding strength and wrapper lamination make them as durable as ever. These notebooks come with a wide variety of covers with activities and trivias to make every classmate notebook unique in its own way.|Specification|• Brand : Classmate  • Type : Notebook  • Material : Paper  • Color : Multi Colour  • Size : Long  • Dimension : Length-272mm, Width-167mm  • Binding : Back Pressed - Center Stapled  • Ruling : Unruled  • No. of Pages : 172  • GSM : 56  • Package Content : 01-Piece|Care Instructions|Store the product in a cool and dry place.|Other Product Info|EAN Code: __EAN__  Manufacturer Name & Address: ITC Ltd, ESPB, ITC CENTRE, 5TH FLOOR, 760 ANNA SALAI, CHENNAI - 600002  Country of origin: India  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",Classmate,172 Pages ,45,36,20%,TRUE,https://www.bigbasket.com/media/uploads/p/l/40125835_1-classmate-notebook-unruled-long.jpg
137,Stationery,"Classmate Scale - Plastic, 30 Cm, 5x1 pc Multipack ","About|Classmates Plastic Scales are specially designed for an easy lifting from flat surfaces in order to avoid dragging across surfaces that result in scratches. It comes marked with a 5mm digit indication and 0. 5mm markings up to 3cm.|Specification|• Brand- Classmate  • Type- Scale  • Material- Plastic  • Colour- Transparent  • Size - 30 CM  • Package Content- Pack of 5|Other Product Info|EAN Code: 1204317  Manufacturer Name & Address: ITC Ltd, ESPB, ITC CENTRE, 5TH FLOOR, 760 ANNA SALAI, CHENNAI - 600002  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",Classmate,5x1 pc ,60,50,17%,TRUE,https://www.bigbasket.com/media/uploads/p/l/1204317_1-classmate-scale-plastic-30-cm.jpg
138,Tea,Taj Mahal Rich Spices Masala Tea Bags Box  (25 Bags),,Taj Mahal,25 Bags Box,150,144,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/jb13te80/tea/n/d/x/25-rich-masala-tea-taj-mahal-tea-bag-original-imafygzdjv6s2uze.jpeg?q=70
139,Tea,Tetley Ginger Zing Black Tea Bags Box  (12 Bags),,Tetley,12 Bags Box,55,55,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/j5zmw7k0/tea/q/w/b/100-tata-tetly-tea-bag-ginger-flavored-tea-tea-bag-tetley-original-imaewkcsekqsgwgr.jpeg?q=70
